"gameid","gamedate","quarter","minute","second","offenseteam","defenseteam","down","togo","yardline","scorediff","seriesfirstdown","scorechange","nextscore","description","teamwin","offensescore","defensescore","seasonyear","yards","formation","playtype","isrush","ispass","isincomplete","istouchdown","passtype","issack","ischallenge","ischallengereversed","challenger","ismesurement","isinterception","isfumble","ispenalty","penalizedplayer","istwopointconversion","istwopointconversionsuccessful","rushdirection","yardlinefixed","yardlinedirection","playid","ispreseason","ispenaltyaccepted","penaltyteam","isnoplay","penaltytype","penaltyyards"
2016100205,2016-10-02,2,12,34,NE,BUF,4,11,34,0,0,0,0,"(12:34) 6-R.ALLEN PUNTS 56 YARDS TO BUF 10, CENTER-49-J.CARDONA. 15-B.TATE TO BUF 20 FOR 10 YARDS (18-M.SLATER; 43-N.EBNER). PENALTY ON BUF-24-S.GILMORE, UNSPORTSMANLIKE CONDUCT, 5 YARDS, ENFORCED AT BUF 10.",0,0,0,2016,0,PUNT,PUNT,0,0,0,0,,0,0,0,,0,0,0,1,,0,0,,34,OWN,1102.00,0,1,BUF,0,UNSPORTSMANLIKE CONDUCT,5
2016100205,2016-10-02,2,13,23,NE,BUF,3,10,35,0,0,0,0,"(13:23) (NO HUDDLE, SHOTGUN) PENALTY ON NE-62-J.THUNEY, FALSE START, 5 YARDS, ENFORCED AT NE 35 - NO PLAY.",0,0,0,2016,0,NO HUDDLE SHOTGUN,NO PLAY,0,0,0,0,,0,0,0,,0,0,0,1,,0,0,,35,OWN,1058.00,0,1,NE,1,FALSE START,5
2016100205,2016-10-02,2,0,20,NE,BUF,2,24,6,0,0,0,0,(:20) 29-L.BLOUNT LEFT TACKLE TO NE 5 FOR -1 YARDS (53-Z.BROWN).,0,0,0,2016,-1,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,,0,0,LEFT TACKLE,6,OWN,1935.00,0,0,,0,,0
2016100205,2016-10-02,2,6,20,NE,BUF,2,6,87,0,0,0,0,(6:20) 29-L.BLOUNT UP THE MIDDLE TO BUF 8 FOR 5 YARDS (53-Z.BROWN; 52-P.BROWN).,0,0,0,2016,5,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,,0,0,CENTER,13,OPP,1511.00,0,0,,0,,0
2016100205,2016-10-02,2,14,16,NE,BUF,1,10,35,0,0,0,0,(14:16) 29-L.BLOUNT UP THE MIDDLE TO NE 37 FOR 2 YARDS (20-C.GRAHAM; 97-C.BRYANT).,0,0,0,2016,2,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,,0,0,CENTER,35,OWN,1016.00,0,0,,0,,0
2016100205,2016-10-02,2,0,13,NE,BUF,3,25,5,0,0,0,0,(:13) 29-L.BLOUNT UP THE MIDDLE TO NE 9 FOR 4 YARDS (95-K.WILLIAMS; 97-C.BRYANT).,0,0,0,2016,4,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,,0,0,CENTER,5,OWN,1973.00,0,0,,0,,0
2016100205,2016-10-02,2,5,11,NE,BUF,3,11,82,0,0,0,0,"(5:11) 7-J.BRISSETT SCRAMBLES LEFT GUARD TO BUF 10 FOR 8 YARDS (53-Z.BROWN). FUMBLES (53-Z.BROWN), RECOVERED BY BUF-52-P.BROWN AT BUF 9. 52-P.BROWN TO BUF 9 FOR NO GAIN (61-M.CANNON).",0,0,0,2016,8,UNDER CENTER,SCRAMBLE,1,0,0,0,,0,0,0,,0,0,1,0,,0,0,,18,OPP,1564.00,0,0,,0,,0
2016100205,2016-10-02,2,0,8,NE,BUF,4,21,9,0,0,0,0,"(:08) 6-R.ALLEN PUNTS 56 YARDS TO BUF 35, CENTER-49-J.CARDONA, OUT OF BOUNDS.",0,0,0,2016,0,PUNT,PUNT,0,0,0,0,,0,0,0,,0,0,0,0,,0,0,,9,OWN,2011.00,0,0,,0,,0
2016100205,2016-10-02,2,7,3,NE,BUF,1,10,83,0,0,0,0,(7:03) 29-L.BLOUNT LEFT TACKLE TO BUF 13 FOR 4 YARDS (53-Z.BROWN; 52-P.BROWN).,0,0,0,2016,4,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,,0,0,LEFT TACKLE,17,OPP,1490.00,0,0,,0,,0
2016100205,2016-10-02,2,13,1,NE,BUF,3,15,30,0,0,0,0,(13:01) (SHOTGUN) 28-J.WHITE LEFT TACKLE TO NE 34 FOR 4 YARDS (57-L.ALEXANDER).,0,0,0,2016,4,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,,0,0,LEFT TACKLE,30,OWN,1081.00,0,0,,0,,0
2016100205,2016-10-02,2,1,0,NE,BUF,1,10,20,0,0,0,0,(1:00) 7-J.BRISSETT SACKED AT NE 6 FOR -14 YARDS (55-J.HUGHES).,0,0,0,2016,-14,UNDER CENTER,SACK,0,0,0,0,,1,0,0,,0,0,0,0,,0,0,,20,OWN,1916.00,0,0,,0,,0
2016100205,2016-10-02,3,5,52,NE,BUF,2,29,34,0,0,0,0,(5:52) (SHOTGUN) 7-J.BRISSETT SCRAMBLES LEFT END PUSHED OB AT NE 44 FOR 10 YARDS (53-Z.BROWN).,0,0,0,2016,10,SHOTGUN,SCRAMBLE,1,0,0,0,,0,0,0,,0,0,0,0,,0,0,,34,OWN,2683.00,0,0,,0,,0
2016100205,2016-10-02,3,10,46,NE,BUF,2,10,70,0,0,0,0,(10:46) 7-J.BRISSETT PASS INCOMPLETE DEEP RIGHT TO 38-B.BOLDEN [55-J.HUGHES].,0,0,0,2016,0,UNDER CENTER,PASS,0,1,1,0,DEEP RIGHT,0,0,0,,0,0,0,0,,0,0,,30,OPP,2355.00,0,0,,0,,0
2016100205,2016-10-02,3,6,40,NE,BUF,1,10,53,0,0,0,0,"(6:40) (SHOTGUN) 7-J.BRISSETT PASS INCOMPLETE SHORT LEFT TO 88-M.BENNETT. PENALTY ON NE-77-N.SOLDER, CHOP BLOCK, 15 YARDS, ENFORCED AT BUF 47 - NO PLAY.",0,0,0,2016,0,SHOTGUN,PASS,0,1,1,0,SHORT LEFT,0,0,0,,0,0,0,1,,0,0,,47,OPP,2625.00,0,1,NE,1,CHOP BLOCK,15
2016100205,2016-10-02,3,13,40,NE,BUF,1,10,43,0,0,0,0,(13:40) 7-J.BRISSETT PASS INCOMPLETE SHORT RIGHT TO 88-M.BENNETT [53-Z.BROWN].,0,0,0,2016,0,UNDER CENTER,PASS,0,1,1,0,SHORT RIGHT,0,0,0,,0,0,0,0,,0,0,,43,OWN,2184.00,0,0,,0,,0
2016100205,2016-10-02,3,10,38,NE,BUF,3,10,70,0,0,0,0,(10:38) (SHOTGUN) 7-J.BRISSETT PASS INCOMPLETE DEEP MIDDLE TO 80-D.AMENDOLA (23-A.WILLIAMS).,0,0,0,2016,0,SHOTGUN,PASS,0,1,1,0,DEEP MIDDLE,0,0,0,,0,0,0,0,,0,0,,30,OPP,2377.00,0,0,,0,,0
2016100205,2016-10-02,3,12,37,NE,BUF,3,4,60,0,0,0,0,"(12:37) (NO HUDDLE, SHOTGUN) 7-J.BRISSETT PASS SHORT LEFT TO 38-B.BOLDEN TO BUF 38 FOR 2 YARDS (53-Z.BROWN; 91-L.DOUZABLE).",0,0,0,2016,2,NO HUDDLE SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,,0,0,,40,OPP,2274.00,0,0,,0,,0
2016100205,2016-10-02,3,13,34,NE,BUF,2,10,43,0,1,0,0,(13:34) 29-L.BLOUNT LEFT END PUSHED OB AT BUF 46 FOR 11 YARDS (29-K.SEYMOUR).,0,0,0,2016,11,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,,0,0,LEFT END,43,OWN,2206.00,0,0,,0,,0
2016100205,2016-10-02,3,10,32,NE,BUF,4,10,70,0,0,0,0,"(10:32) 3-S.GOSTKOWSKI 48 YARD FIELD GOAL IS NO GOOD, WIDE RIGHT, CENTER-49-J.CARDONA, HOLDER-6-R.ALLEN.",0,0,0,2016,0,FIELD GOAL,FIELD GOAL,0,0,0,0,,0,0,0,,0,0,0,0,,0,0,,30,OPP,2400.00,0,0,,0,,0
2016100205,2016-10-02,3,6,32,NE,BUF,1,25,38,0,0,0,0,(6:32) (SHOTGUN) 7-J.BRISSETT PASS SHORT LEFT TO 29-L.BLOUNT TO NE 34 FOR -4 YARDS (53-Z.BROWN; 52-P.BROWN).,0,0,0,2016,-4,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,,0,0,,38,OWN,2658.00,0,0,,0,,0
2016100205,2016-10-02,3,11,28,NE,BUF,1,10,70,0,0,0,0,(11:28) (SHOTGUN) 7-J.BRISSETT SACKED AT BUF 30 FOR 0 YARDS (57-L.ALEXANDER).,0,0,0,2016,0,SHOTGUN,SACK,0,0,0,0,,1,0,0,,0,0,0,0,,0,0,,30,OPP,2327.00,0,0,,0,,0
2016100205,2016-10-02,3,0,28,NE,BUF,1,10,25,0,0,0,0,(:28) (SHOTGUN) 7-J.BRISSETT SCRAMBLES UP THE MIDDLE TO NE 29 FOR 4 YARDS (53-Z.BROWN).,0,0,0,2016,4,SHOTGUN,SCRAMBLE,1,0,0,0,,0,0,0,,0,0,0,0,,0,0,,25,OWN,3101.00,0,0,,0,,0
2016100205,2016-10-02,3,5,15,NE,BUF,3,19,44,0,0,0,0,(5:15) (SHOTGUN) 7-J.BRISSETT PASS INCOMPLETE DEEP LEFT TO 80-D.AMENDOLA.,0,0,0,2016,0,SHOTGUN,PASS,0,1,1,0,DEEP LEFT,0,0,0,,0,0,0,0,,0,0,,44,OWN,2704.00,0,0,,0,,0
2016100205,2016-10-02,3,7,15,NE,BUF,1,10,37,0,1,0,0,(7:15) (SHOTGUN) 7-J.BRISSETT PASS DEEP RIGHT TO 11-J.EDELMAN TO BUF 47 FOR 16 YARDS (28-R.DARBY; 52-P.BROWN).,0,0,0,2016,16,SHOTGUN,PASS,0,1,0,0,DEEP RIGHT,0,0,0,,0,0,0,0,,0,0,,37,OWN,2601.00,0,0,,0,,0
2016100205,2016-10-02,3,14,7,NE,BUF,1,10,24,0,1,0,0,(14:07) 7-J.BRISSETT PASS SHORT RIGHT TO 88-M.BENNETT RAN OB AT NE 43 FOR 19 YARDS.,0,0,0,2016,19,UNDER CENTER,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,0,0,0,,0,0,,24,OWN,2155.00,0,0,,0,,0
2016100205,2016-10-02,3,5,6,NE,BUF,4,19,44,0,0,0,0,"(5:06) (PUNT FORMATION) PENALTY ON NE-36-B.KING, FALSE START, 5 YARDS, ENFORCED AT NE 44 - NO PLAY.",0,0,0,2016,0,UNDER CENTER,PUNT,0,0,0,0,,0,0,0,,0,0,0,1,,0,0,,44,OWN,2726.00,0,1,NE,1,FALSE START,5
2016100205,2016-10-02,3,5,6,NE,BUF,4,24,39,0,0,0,0,"(5:06) 6-R.ALLEN PUNTS 49 YARDS TO BUF 12, CENTER-49-J.CARDONA. 15-B.TATE TO BUF 30 FOR 18 YARDS (51-B.MINGO).",0,0,0,2016,0,PUNT,PUNT,0,0,0,0,,0,0,0,,0,0,0,0,,0,0,,39,OWN,2753.00,0,0,,0,,0
2016100205,2016-10-02,3,13,6,NE,BUF,1,10,54,0,0,0,0,(13:06) (SHOTGUN) 7-J.BRISSETT PASS INCOMPLETE DEEP LEFT TO 11-J.EDELMAN.,0,0,0,2016,0,SHOTGUN,PASS,0,1,1,0,DEEP LEFT,0,0,0,,0,0,0,0,,0,0,,46,OPP,2227.00,0,0,,0,,0
2016100205,2016-10-02,3,12,3,NE,BUF,4,2,62,0,1,0,0,(12:03) (SHOTGUN) 7-J.BRISSETT PASS SHORT LEFT TO 28-J.WHITE PUSHED OB AT BUF 30 FOR 8 YARDS (20-C.GRAHAM).,0,0,0,2016,8,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,,0,0,,38,OPP,2303.00,0,0,,0,,0
2016100205,2016-10-02,3,13,2,NE,BUF,2,10,54,0,0,0,0,(13:02) (SHOTGUN) 7-J.BRISSETT PASS SHORT MIDDLE TO 88-M.BENNETT TO BUF 40 FOR 6 YARDS (24-S.GILMORE).,0,0,0,2016,6,SHOTGUN,PASS,0,1,0,0,SHORT MIDDLE,0,0,0,,0,0,0,0,,0,0,,46,OPP,2249.00,0,0,,0,,0
2016100205,2016-10-02,3,15,0,NE,BUF,0,0,35,0,1,0,0,"3-S.GOSTKOWSKI KICKS 65 YARDS FROM NE 35 TO END ZONE, TOUCHBACK.",0,0,0,2016,0,UNDER CENTER,KICK OFF,0,0,0,0,,0,0,0,,0,0,0,0,,0,0,,35,OWN,2046.00,0,0,,0,,0
2016100205,2016-10-02,4,0,57,NE,BUF,1,10,26,0,1,0,0,(:57) (SHOTGUN) 7-J.BRISSETT PASS SHORT LEFT TO 28-J.WHITE TO NE 40 FOR 14 YARDS (55-J.HUGHES).,0,0,0,2016,14,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,,0,0,,26,OWN,4237.00,0,0,,0,,0
2016100205,2016-10-02,4,2,56,NE,BUF,3,6,79,0,0,0,0,(2:56) (SHOTGUN) 7-J.BRISSETT PASS INCOMPLETE SHORT RIGHT TO 11-J.EDELMAN (28-R.DARBY).,0,0,0,2016,0,SHOTGUN,PASS,0,1,1,0,SHORT RIGHT,0,0,0,,0,0,0,0,,0,0,,21,OPP,3957.00,0,0,,0,,0
2016100205,2016-10-02,4,13,55,NE,BUF,1,10,38,0,0,0,0,"(13:55) (SHOTGUN) PENALTY ON NE-11-J.EDELMAN, FALSE START, 5 YARDS, ENFORCED AT NE 38 - NO PLAY.",0,0,0,2016,0,SHOTGUN,NO PLAY,0,0,0,0,,0,0,0,,0,0,0,1,,0,0,,38,OWN,3186.00,0,1,NE,1,FALSE START,5
2016100205,2016-10-02,4,4,51,NE,BUF,1,10,64,0,0,0,0,(4:51) 29-L.BLOUNT UP THE MIDDLE TO BUF 32 FOR 4 YARDS (52-P.BROWN).,0,0,0,2016,4,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,,0,0,CENTER,36,OPP,3800.00,0,0,,0,,0
2016100205,2016-10-02,4,3,51,NE,BUF,3,2,72,0,0,0,0,"(3:51) (SHOTGUN) 7-J.BRISSETT TO BUF 33 FOR -5 YARDS. FUMBLES, AND RECOVERS AT BUF 34. 7-J.BRISSETT TO BUF 27 FOR 7 YARDS (52-P.BROWN).",0,0,0,2016,0,SHOTGUN,FUMBLES,0,0,0,0,,0,0,0,,0,0,1,0,,0,0,,28,OPP,3846.00,0,0,,0,,0
2016100205,2016-10-02,4,2,51,NE,BUF,4,6,79,0,0,0,0,(2:51) (SHOTGUN) 7-J.BRISSETT PASS INCOMPLETE SHORT RIGHT TO 87-R.GRONKOWSKI (23-A.WILLIAMS).,0,0,0,2016,0,SHOTGUN,PASS,0,1,1,0,SHORT RIGHT,0,0,0,,0,0,0,0,,0,0,,21,OPP,3980.00,0,0,,0,,0
2016100205,2016-10-02,4,6,43,NE,BUF,1,10,40,0,0,0,0,"(6:43) (NO HUDDLE) 29-L.BLOUNT RIGHT END TO NE 44 FOR 4 YARDS (91-L.DOUZABLE). PENALTY ON NE-61-M.CANNON, OFFENSIVE HOLDING, 10 YARDS, ENFORCED AT NE 40 - NO PLAY.",0,0,0,2016,4,NO HUDDLE,RUSH,1,0,0,0,,0,0,0,,0,0,0,1,,0,0,RIGHT END,40,OWN,3676.00,0,1,NE,1,OFFENSIVE HOLDING,10
2016100205,2016-10-02,4,5,34,NE,BUF,2,15,35,0,1,0,0,(5:34) (SHOTGUN) 7-J.BRISSETT PASS SHORT LEFT TO 88-M.BENNETT PUSHED OB AT BUF 49 FOR 16 YARDS (26-R.BLANTON). NE 88-BENNETT 4TH CAREER 100-YARD GAME.,0,0,0,2016,16,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,,0,0,,35,OWN,3732.00,0,0,,0,,0
2016100205,2016-10-02,4,13,32,NE,BUF,1,15,33,0,0,0,0,"(13:32) (SHOTGUN) 7-J.BRISSETT PASS INCOMPLETE DEEP RIGHT TO 15-C.HOGAN (23-A.WILLIAMS). PENALTY ON NE-11-J.EDELMAN, ILLEGAL SHIFT, DECLINED.",0,0,0,2016,0,SHOTGUN,PASS,0,1,1,0,DEEP RIGHT,0,0,0,,0,0,0,1,,0,0,,33,OWN,3209.00,0,0,NE,0,ILLEGAL SHIFT,0
2016100205,2016-10-02,4,0,27,NE,BUF,1,10,40,0,1,0,0,"(:27) (NO HUDDLE, SHOTGUN) 7-J.BRISSETT PASS SHORT RIGHT TO 28-J.WHITE TO BUF 44 FOR 16 YARDS (53-Z.BROWN).",0,0,0,2016,16,NO HUDDLE SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,0,0,0,,0,0,,40,OWN,4261.00,0,0,,0,,0
2016100205,2016-10-02,4,14,27,NE,BUF,3,8,27,0,1,0,0,(14:27) (SHOTGUN) 7-J.BRISSETT PASS SHORT LEFT TO 87-R.GRONKOWSKI PUSHED OB AT NE 38 FOR 11 YARDS (21-N.ROBEY-COLEMAN).,0,0,0,2016,11,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,,0,0,,27,OWN,3161.00,0,0,,0,,0
2016100205,2016-10-02,4,3,25,NE,BUF,4,1,73,0,1,0,0,(3:25) (SHOTGUN) 28-J.WHITE UP THE MIDDLE TO BUF 25 FOR 2 YARDS (91-L.DOUZABLE; 55-J.HUGHES).,0,0,0,2016,2,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,,0,0,CENTER,27,OPP,3872.00,0,0,,0,,0
2016100205,2016-10-02,4,13,22,NE,BUF,2,15,33,0,0,0,0,(13:22) (SHOTGUN) 7-J.BRISSETT PASS INCOMPLETE DEEP MIDDLE TO 11-J.EDELMAN [91-L.DOUZABLE].,0,0,0,2016,0,SHOTGUN,PASS,0,1,1,0,DEEP MIDDLE,0,0,0,,0,0,0,0,,0,0,,33,OWN,3231.00,0,0,,0,,0
2016100205,2016-10-02,4,4,22,NE,BUF,2,6,68,0,0,0,0,(4:22) 7-J.BRISSETT PASS SHORT MIDDLE TO 29-L.BLOUNT TO BUF 28 FOR 4 YARDS (53-Z.BROWN).,0,0,0,2016,4,UNDER CENTER,PASS,0,1,0,0,SHORT MIDDLE,0,0,0,,0,0,0,0,,0,0,,32,OPP,3821.00,0,0,,0,,0
2016100205,2016-10-02,4,13,18,NE,BUF,3,15,33,0,0,0,0,"(13:18) (SHOTGUN) 7-J.BRISSETT SACKED AT NE 29 FOR -4 YARDS (53-Z.BROWN). PENALTY ON NE-77-N.SOLDER, OFFENSIVE HOLDING, DECLINED.",0,0,0,2016,-4,SHOTGUN,SACK,0,0,0,0,,1,0,0,,0,0,0,1,,0,0,,33,OWN,3265.00,0,0,NE,0,OFFENSIVE HOLDING,0
2016100205,2016-10-02,4,6,16,NE,BUF,1,20,30,0,0,0,0,(6:16) (SHOTGUN) 7-J.BRISSETT PASS SHORT RIGHT TO 28-J.WHITE PUSHED OB AT NE 35 FOR 5 YARDS (53-Z.BROWN).,0,0,0,2016,5,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,0,0,0,,0,0,,30,OWN,3708.00,0,0,,0,,0
2016100205,2016-10-02,4,13,9,NE,BUF,4,19,29,0,0,0,0,"(13:09) 6-R.ALLEN PUNTS 56 YARDS TO BUF 15, CENTER-49-J.CARDONA, FAIR CATCH BY 15-B.TATE.",0,0,0,2016,0,PUNT,PUNT,0,0,0,0,,0,0,0,,0,0,0,0,,0,0,,29,OWN,3297.00,0,0,,0,,0
2016100205,2016-10-02,4,3,5,NE,BUF,1,10,75,0,0,0,0,"(3:05) (NO HUDDLE, SHOTGUN) 7-J.BRISSETT PASS INCOMPLETE DEEP LEFT TO 15-C.HOGAN.",0,0,0,2016,0,NO HUDDLE SHOTGUN,PASS,0,1,1,0,DEEP LEFT,0,0,0,,0,0,0,0,,0,0,,25,OPP,3893.00,0,0,,0,,0
2016100205,2016-10-02,4,5,3,NE,BUF,1,10,51,0,0,0,0,"(5:03) (SHOTGUN) 7-J.BRISSETT PASS SHORT RIGHT TO 38-B.BOLDEN TO BUF 36 FOR 13 YARDS (23-A.WILLIAMS). NE-38-B.BOLDEN WAS INJURED DURING THE PLAY.  PENALTY ON BUF-24-S.GILMORE, ILLEGAL CONTACT, DECLINED.",0,0,0,2016,13,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,0,0,1,,0,0,,49,OPP,3761.00,0,0,BUF,0,ILLEGAL CONTACT,0
2016100205,2016-10-02,4,0,3,NE,BUF,1,10,56,0,0,0,0,"(:03) (NO HUDDLE, SHOTGUN) 28-J.WHITE RIGHT TACKLE TO BUF 37 FOR 7 YARDS (52-P.BROWN).",0,0,0,2016,7,NO HUDDLE SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,,0,0,RIGHT TACKLE,44,OPP,4285.00,0,0,,0,,0
2016100205,2016-10-02,4,7,2,NE,BUF,1,10,24,0,1,0,0,(7:02) 29-L.BLOUNT LEFT GUARD PUSHED OB AT NE 40 FOR 16 YARDS (52-P.BROWN).,0,0,0,2016,16,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,,0,0,LEFT GUARD,24,OWN,3655.00,0,0,,0,,0
2016100205,2016-10-02,4,3,1,NE,BUF,2,10,75,0,0,0,0,(3:01) (SHOTGUN) 7-J.BRISSETT PASS SHORT LEFT TO 29-L.BLOUNT PUSHED OB AT BUF 21 FOR 4 YARDS (53-Z.BROWN).,0,0,0,2016,4,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,,0,0,,25,OPP,3915.00,0,0,,0,,0
2016100205,2016-10-02,4,15,0,NE,BUF,2,6,29,0,0,0,0,(15:00) DIRECT SNAP TO 11-J.EDELMAN.  29-L.BLOUNT LEFT TACKLE TO NE 27 FOR -2 YARDS (21-N.ROBEY-COLEMAN).,0,0,0,2016,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,,0,0,,29,OWN,3138.00,0,0,,0,,0
2016100901,2016-10-09,1,0,56,NE,CLE,2,6,40,0,0,0,0,(:56) 12-T.BRADY PASS SHORT LEFT TO 15-C.HOGAN PUSHED OB AT NE 45 FOR 5 YARDS (21-J.TAYLOR).,0,0,0,2016,5,UNDER CENTER,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,,0,0,,40,OWN,1008.00,0,0,,0,,0
2016100901,2016-10-09,1,11,55,NE,CLE,1,10,62,0,0,0,0,(11:55) 12-T.BRADY PASS SHORT LEFT TO 88-M.BENNETT TO CLE 36 FOR 2 YARDS (24-I.CAMPBELL).,0,0,0,2016,2,UNDER CENTER,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,,0,0,,38,OPP,210.00,0,0,,0,,0
2016100901,2016-10-09,1,2,50,NE,CLE,1,9,91,0,0,0,0,(2:50) 29-L.BLOUNT RIGHT GUARD TO CLE 7 FOR 2 YARDS (53-J.SCHOBERT).,0,0,0,2016,2,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,,0,0,RIGHT GUARD,9,OPP,812.00,0,0,,0,,0
2016100901,2016-10-09,1,10,49,NE,CLE,1,2,98,0,0,0,0,(10:49) 29-L.BLOUNT LEFT TACKLE TO CLE 1 FOR 1 YARD (99-S.PAEA). NE-88-M.BENNETT WAS INJURED DURING THE PLAY. HIS RETURN IS PROBABLE.,0,0,0,2016,1,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,,0,0,LEFT TACKLE,2,OPP,280.00,0,0,,0,,0
2016100901,2016-10-09,1,4,44,NE,CLE,2,7,42,0,0,0,0,(4:44) 12-T.BRADY PASS INCOMPLETE SHORT LEFT TO 11-J.EDELMAN.,0,0,0,2016,0,UNDER CENTER,PASS,0,1,1,0,SHORT LEFT,0,0,0,,0,0,0,0,,0,0,,42,OWN,721.00,0,0,,0,,0
2016100901,2016-10-09,1,4,41,NE,CLE,3,7,42,0,1,0,0,(4:41) (SHOTGUN) 12-T.BRADY PASS SHORT MIDDLE TO 11-J.EDELMAN TO CLE 46 FOR 12 YARDS (56-D.DAVIS).,0,0,0,2016,12,SHOTGUN,PASS,0,1,0,0,SHORT MIDDLE,0,0,0,,0,0,0,0,,0,0,,42,OWN,743.00,0,0,,0,,0
2016100901,2016-10-09,1,13,41,NE,CLE,1,10,20,0,1,0,0,(13:41) 12-T.BRADY PASS SHORT RIGHT TO 11-J.EDELMAN PUSHED OB AT NE 30 FOR 10 YARDS (23-J.HADEN).,0,0,0,2016,10,UNDER CENTER,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,0,0,0,,0,0,,20,OWN,141.00,0,0,,0,,0
2016100901,2016-10-09,1,3,33,NE,CLE,2,9,55,0,1,0,0,(3:33) (SHOTGUN) 12-T.BRADY PASS SHORT LEFT TO 28-J.WHITE TO CLE 9 FOR 36 YARDS (23-J.HADEN).,0,0,0,2016,36,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,,0,0,,45,OPP,788.00,0,0,,0,,0
2016100901,2016-10-09,1,12,33,NE,CLE,1,10,49,0,1,0,0,(12:33) 29-L.BLOUNT RIGHT GUARD TO CLE 38 FOR 13 YARDS (33-J.POYER).,0,0,0,2016,13,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,,0,0,RIGHT GUARD,49,OWN,189.00,0,0,,0,,0
2016100901,2016-10-09,1,10,32,NE,CLE,2,1,99,0,1,0,0,"(10:32) 29-L.BLOUNT LEFT END FOR 1 YARD, TOUCHDOWN. NE #68 (WADDLE) REPORTS AS AN ELIGIBLE RECEIVER.",0,0,0,2016,1,UNDER CENTER,RUSH,1,0,0,1,,0,0,0,,0,0,0,0,,0,0,LEFT END,1,OPP,304.00,0,0,,0,,0
2016100901,2016-10-09,1,0,31,NE,CLE,3,1,45,0,1,0,0,(:31) (SHOTGUN) 12-T.BRADY PASS SHORT LEFT TO 15-C.HOGAN TO NE 48 FOR 3 YARDS (21-J.TAYLOR; 24-I.CAMPBELL).,0,0,0,2016,3,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,,0,0,,45,OWN,1039.00,0,0,,0,,0
2016100901,2016-10-09,1,10,28,NE,CLE,0,0,85,0,1,0,0,"3-S.GOSTKOWSKI EXTRA POINT IS GOOD, CENTER-49-J.CARDONA, HOLDER-6-R.ALLEN.",0,0,0,2016,0,UNDER CENTER,EXTRA POINT,0,0,0,0,,0,0,0,,0,0,0,0,,0,0,,15,OPP,325.00,0,0,,0,,0
2016100901,2016-10-09,1,10,28,NE,CLE,0,0,35,0,1,0,0,"3-S.GOSTKOWSKI KICKS 65 YARDS FROM NE 35 TO END ZONE, TOUCHBACK.",0,0,0,2016,0,UNDER CENTER,KICK OFF,0,0,0,0,,0,0,0,,0,0,0,0,,0,0,,35,OWN,341.00,0,0,,0,,0
2016100901,2016-10-09,1,5,28,NE,CLE,1,10,39,0,0,0,0,(5:28) 29-L.BLOUNT LEFT GUARD TO NE 42 FOR 3 YARDS (33-J.POYER; 55-D.SHELTON).,0,0,0,2016,3,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,,0,0,LEFT GUARD,39,OWN,700.00,0,0,,0,,0
